参数编号,CoE Index,中文名称,英文名称,类型,位宽,访问,PDO映射,单位,设定范围,默认值,控制模式,所属组,示波器通道,功能说明
P6-56,0x2638,PATH 28定义,DRV's Parameter  P6-56,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-57,0x2639,PATH 28资料,DRV's Parameter  P6-57,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-58,0x263A,PATH 29定义,DRV's Parameter  P6-58,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-59,0x263B,PATH 29资料,DRV's Parameter  P6-59,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-60,0x263C,PATH 30定义,DRV's Parameter  P6-60,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-61,0x263D,PATH 30资料,DRV's Parameter  P6-61,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-62,0x263E,PATH 31定义,DRV's Parameter  P6-62,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-63,0x263F,PATH 31资料,DRV's Parameter  P6-63,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-64,0x2640,PATH 32定义,DRV's Parameter  P6-64,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-65,0x2641,PATH 32资料,DRV's Parameter  P6-65,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-66,0x2642,PATH 33定义,DRV's Parameter  P6-66,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-67,0x2643,PATH 33资料,DRV's Parameter  P6-67,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-68,0x2644,PATH 34定义,DRV's Parameter  P6-68,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-69,0x2645,PATH 34资料,DRV's Parameter  P6-69,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-70,0x2646,PATH 35定义,DRV's Parameter  P6-70,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-71,0x2647,PATH 35资料,DRV's Parameter  P6-71,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-72,0x2648,PATH 36定义,DRV's Parameter  P6-72,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-73,0x2649,PATH 36资料,DRV's Parameter  P6-73,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-74,0x264A,PATH 37定义,DRV's Parameter  P6-74,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-75,0x264B,PATH 37资料,DRV's Parameter  P6-75,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-76,0x264C,PATH 38定义,DRV's Parameter  P6-76,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-77,0x264D,PATH 38资料,DRV's Parameter  P6-77,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-78,0x264E,PATH 39定义,DRV's Parameter  P6-78,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-79,0x264F,PATH 39资料,DRV's Parameter  P6-79,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-80,0x2650,PATH 40定义,DRV's Parameter  P6-80,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-81,0x2651,PATH 40资料,DRV's Parameter  P6-81,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-82,0x2652,PATH 41定义,DRV's Parameter  P6-82,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-83,0x2653,PATH 41资料,DRV's Parameter  P6-83,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-84,0x2654,PATH 42定义,DRV's Parameter  P6-84,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-85,0x2655,PATH 42资料,DRV's Parameter  P6-85,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-86,0x2656,PATH 43定义,DRV's Parameter  P6-86,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-87,0x2657,PATH 43资料,DRV's Parameter  P6-87,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-88,0x2658,PATH 44定义,DRV's Parameter  P6-88,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-89,0x2659,PATH 44资料,DRV's Parameter  P6-89,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-90,0x265A,PATH 45定义,DRV's Parameter  P6-90,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-91,0x265B,PATH 45资料,DRV's Parameter  P6-91,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-92,0x265C,PATH 46定义,DRV's Parameter  P6-92,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-93,0x265D,PATH 46资料,DRV's Parameter  P6-93,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-94,0x265E,PATH 47定义,DRV's Parameter  P6-94,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-95,0x265F,PATH 47资料,DRV's Parameter  P6-95,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-96,0x2660,PATH 48定义,DRV's Parameter  P6-96,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-97,0x2661,PATH 48资料,DRV's Parameter  P6-97,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-98,0x2662,PATH 49定义,DRV's Parameter  P6-98,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P6,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P6-99,0x2663,PATH 49资料,DRV's Parameter  P6-99,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P6,—,| 请参考P6.003的说明。 | P7.xxx  PR路径定义参数 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-00,0x2700,PATH 50定义,DRV's Parameter  P7-00,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-01,0x2701,PATH 50资料,DRV's Parameter  P7-01,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-02,0x2702,PATH 51定义,DRV's Parameter  P7-02,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-03,0x2703,PATH 51资料,DRV's Parameter  P7-03,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-04,0x2704,PATH 52定义,DRV's Parameter  P7-04,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-05,0x2705,PATH 52资料,DRV's Parameter  P7-05,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-06,0x2706,PATH 53定义,DRV's Parameter  P7-06,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-07,0x2707,PATH 53资料,DRV's Parameter  P7-07,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-08,0x2708,PATH 54定义,DRV's Parameter  P7-08,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-09,0x2709,PATH 54资料,DRV's Parameter  P7-09,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-10,0x270A,PATH 55定义,DRV's Parameter  P7-10,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-11,0x270B,PATH 55资料,DRV's Parameter  P7-11,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-12,0x270C,PATH 56定义,DRV's Parameter  P7-12,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-13,0x270D,PATH 56资料,DRV's Parameter  P7-13,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-14,0x270E,PATH 57定义,DRV's Parameter  P7-14,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-15,0x270F,PATH 57资料,DRV's Parameter  P7-15,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-16,0x2710,PATH 58定义,DRV's Parameter  P7-16,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-17,0x2711,PATH 58资料,DRV's Parameter  P7-17,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-18,0x2712,PATH 59定义,DRV's Parameter  P7-18,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-19,0x2713,PATH 59资料,DRV's Parameter  P7-19,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-20,0x2714,PATH 60定义,DRV's Parameter  P7-20,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-21,0x2715,PATH 60资料,DRV's Parameter  P7-21,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-22,0x2716,PATH 61定义,DRV's Parameter  P7-22,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-23,0x2717,PATH 61资料,DRV's Parameter  P7-23,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-24,0x2718,PATH 62定义,DRV's Parameter  P7-24,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-25,0x2719,PATH 62资料,DRV's Parameter  P7-25,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-26,0x271A,PATH 63定义,DRV's Parameter  P7-26,UDINT,32,rw,RT,| - |,| 0x00000000 ~ 0xFFFFFFFF |,| 0x00000000 |,| PR |,P7,—,| 请参考P6.002的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
P7-27,0x271B,PATH 63资料,DRV's Parameter  P7-27,UDINT,32,rw,RT,| - |,| -2147483648 ~ +2147483647 |,| 0 |,| PR |,P7,—,| 请参考P6.003的说明。 | > | [参数列表] | [2022/10]-[2023/04/13Make]
,0x1000,Device type,Device type,UDINT,32,ro,—,—,—,92010204,—,,—,
,0x1001,Error Register,Error Register,USINT,8,ro,—,—,—,,—,,CH5 (Error),
,0x1018,Identity,Identity,DT1018,144,ro,—,—,—,,—,,—,
,0x1600,1st Receive PDO Mapping,1st Receive PDO Mapping,DT160X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1601,2nd Receive PDO Mapping,2nd Receive PDO Mapping,DT160X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1602,3rd Receive PDO Mapping,3rd Receive PDO Mapping,DT160X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1603,4th Receive PDO Mapping,4th Receive PDO Mapping,DT160X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1A00,1st Transmit PDO Mapping,1st Transmit PDO Mapping,DT1A0X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1A01,2nd Transmit PDO Mapping,2nd Transmit PDO Mapping,DT1A0X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1A02,3rd Transmit PDO Mapping,3rd Transmit PDO Mapping,DT1A0X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1A03,4th Transmit PDO Mapping,4th Transmit PDO Mapping,DT1A0X,272,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1C00,Sync manager type,Sync manager type,DT1C00,48,ro,—,—,—,,—,,—,
,0x1C12,RxPDO assign,RxPDO assign,DT1C1X,48,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1C13,TxPDO assign,TxPDO assign,DT1C1X,48,rw,—,—,—,,—,,CH6 (Digital IO),
,0x1C32,SM output parameter,SM output parameter,DT1C32,400,ro,—,—,—,,—,,CH6 (Digital IO),
,0x1C33,SM input parameter,SM input parameter,DT1C33,400,ro,—,—,—,,—,,CH6 (Digital IO),
,0x603F,Error code,Error code,UINT,16,ro,T,—,—,,—,,CH5 (Error),
,0x6040,Controlword,Controlword,UINT,16,rw,RT,—,—,,—,,CH8 (Status),
,0x6041,Statusword,Statusword,UINT,16,ro,T,—,—,,—,,CH8 (Status),
,0x605B,Shutdown option code,Shutdown option code,INT,16,rw,—,—,—,,—,,CH6 (Digital IO),
,0x605E,Fault reaction option code,Fault reaction option code,INT,16,rw,—,—,—,,—,,—,
,0x6060,Modes of operation,Modes of operation,SINT,8,rw,RT,—,—,,—,,CH8 (Status),
,0x6061,Modes of operation display,Modes of operation display,SINT,8,ro,T,—,—,,—,,CH6 (Digital IO),
,0x6062,Position demand value,Position demand value,DINT,32,ro,T,—,—,,—,,CH1 (Position),
,0x6063,Position actual internal value,Position actual internal value,DINT,32,ro,T,—,—,,—,,CH1 (Position),
,0x6064,Position actual value,Position actual value,DINT,32,ro,T,—,—,,—,,CH1 (Position),
,0x6065,Following error window,Following error window,UDINT,32,rw,RT,—,—,,—,,CH5 (Error),
,0x6067,Position window,Position window,UDINT,32,rw,RT,—,—,,—,,CH1 (Position),
,0x6068,Position window time,Position window time,UINT,16,rw,RT,—,—,,—,,CH1 (Position),
,0x606B,Velocity demand value,Velocity demand value,DINT,32,ro,T,—,—,,—,,CH2 (Velocity),
,0x606C,Velocity actual value,Velocity actual value,DINT,32,ro,T,—,—,,—,,CH2 (Velocity),
,0x606D,Velocity window,Velocity window,UINT,16,rw,RT,—,—,,—,,CH2 (Velocity),
,0x606E,Velocity window time,Velocity window time,UINT,16,rw,RT,—,—,,—,,CH2 (Velocity),
,0x606F,Velocity threshold,Velocity threshold,UINT,16,rw,RT,—,—,,—,,CH2 (Velocity),
,0x6071,Target torque,Target torque,INT,16,rw,RT,—,—,,—,,CH4 (Torque),
,0x6072,Max torque,Max torque,UINT,16,rw,RT,—,—,,—,,CH4 (Torque),
,0x6074,Torque demand value,Torque demand value,INT,16,ro,T,—,—,,—,,CH4 (Torque),
,0x6075,Motor rated current,Motor rated current,UDINT,32,ro,T,—,—,,—,,CH3 (Current),
,0x6076,Motor rated torque,Motor rated torque,UDINT,32,ro,T,—,—,,—,,CH4 (Torque),
,0x6077,Torque actual value,Torque actual value,INT,16,ro,T,—,—,,—,,CH4 (Torque),
,0x6078,Current actual value,Current actual value,INT,16,ro,T,—,—,,—,,CH3 (Current),
,0x607A,Target position,Target position,DINT,32,rw,RT,—,—,,—,,CH1 (Position),
,0x607C,Home offset,Home offset,DINT,32,rw,RT,—,—,,—,,—,
,0x607D,Software position limit,Software position limit,DT607D,80,ro,—,—,—,,—,,CH1 (Position),
,0x607F,Max profile velocity,Max profile velocity,UDINT,32,rw,RT,—,—,,—,,CH2 (Velocity),
,0x6080,Max motor speed,Max motor speed,UDINT,32,rw,RT,—,—,,—,,CH2 (Velocity),
,0x6081,Profile velocity,Profile velocity,UDINT,32,rw,RT,—,—,,—,,CH2 (Velocity),
,0x6083,Profile acceleration,Profile acceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x6084,Profile deceleration,Profile deceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x6085,Quick stop deceleration,Quick stop deceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x6086,Motion profile type,Motion profile type,INT,16,rw,RT,—,—,,—,,—,
,0x6087,Torque slope,Torque slope,UDINT,32,rw,RT,—,—,,—,,CH4 (Torque),
,0x6093,Position factor,Position factor,DT6093,80,ro,—,—,—,,—,,CH1 (Position),
,0x6098,Homing method,Homing method,SINT,8,rw,RT,—,—,,—,,—,
,0x6099,Homing speeds,Homing speeds,DT6099,80,ro,—,—,—,,—,,CH2 (Velocity),
,0x609A,Homing acceleration,Homing acceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x60B0,Position offset,Position offset,DINT,32,rw,RT,—,—,,—,,CH1 (Position),
,0x60B1,Velocity offset,Velocity offset,DINT,32,rw,RT,—,—,,—,,CH2 (Velocity),
,0x60B2,Torque offset,Torque offset,INT,16,rw,RT,—,—,,—,,CH4 (Torque),
,0x60B8,Touch Probe Function,Touch Probe Function,UINT,16,rw,RT,—,—,,—,,—,
,0x60B9,Touch Probe Status,Touch Probe Status,UINT,16,ro,T,—,—,,—,,CH8 (Status),
,0x60BA,Touch Probe Pos1 Pos Value,Touch Probe Pos1 Pos Value,DINT,32,ro,T,—,—,,—,,—,
,0x60BB,Touch Probe Pos1 Neg Value,Touch Probe Pos1 Neg Value,DINT,32,ro,T,—,—,,—,,—,
,0x60BC,Touch Probe Pos2 Pos Value,Touch Probe Pos2 Pos Value,DINT,32,ro,T,—,—,,—,,—,
,0x60BD,Touch Probe Pos2 Neg Value,Touch Probe Pos2 Neg Value,DINT,32,ro,T,—,—,,—,,—,
,0x60C0,Interpolation sub mode select,Interpolation sub mode select,INT,16,rw,RT,—,—,,—,,CH8 (Status),
,0x60C1,Interpolation data record,Interpolation data record,DT60C1,64,ro,—,—,—,,—,,—,
,0x60C2,Interpolation time period,Interpolation time period,DT60C2,48,ro,—,—,—,,—,,—,
,0x60C5,Max acceleration,Max acceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x60C6,Max deceleration,Max deceleration,UDINT,32,rw,RT,—,—,,—,,—,
,0x60E0,Positive torque limit,Positive torque limit,UINT,16,rw,RT,—,—,,—,,CH4 (Torque),
,0x60E1,Negtive torque limit,Negtive torque limit,UINT,16,rw,RT,—,—,,—,,CH4 (Torque),
,0x60F2,Positioning option code,Positioning option code,UINT,16,rw,RT,—,—,,—,,CH1 (Position),
,0x60F4,Following error actual value,Following error actual value,DINT,32,ro,T,—,—,,—,,CH5 (Error),
